file	action	reason_or_replacement
mvp/assets/audio/music/Ottosama_00028_.png-9183a728a90508db86101406a38901f9.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/Ottosama_00028_.png-9183a728a90508db86101406a38901f9.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/Serment d#U2019Ingrid.mp3-15280c3b83536738e43133b8d5c11a4e.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/Serment d#U2019Ingrid.mp3-15280c3b83536738e43133b8d5c11a4e.mp3str	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/Serment d#U2019Ingrid.mp3-52f939ebe7b04587f3889b1287480b66.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/Serment d#U2019Ingrid.mp3-52f939ebe7b04587f3889b1287480b66.mp3str	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/Serment_des_Cendres.mp3-15280c3b83536738e43133b8d5c11a4e.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/Serment_des_Cendres.mp3-15280c3b83536738e43133b8d5c11a4e.mp3str	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/Serment_des_Cendres.mp3-591d3664444715a3b9db3e58cf717ab0.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/Serment_des_Cendres.mp3-591d3664444715a3b9db3e58cf717ab0.mp3str	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/abyss paladin.csv-1493cc8e31d71f4f936653c5ac10a99c.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/abysspaladin.png-6e2263e5cc604edead87f713dee24a39.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/abysspaladin.png-6e2263e5cc604edead87f713dee24a39.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/abysspaladin.png-6e2263e5cc604edead87f713dee24a39.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/attack.png-282330332ddbb2f770fca446b32d0564.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/attack.png-282330332ddbb2f770fca446b32d0564.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/attack.png-282330332ddbb2f770fca446b32d0564.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/audio.png-2ac36028a7de43ee50793d1794e5fc94.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/audio.png-2ac36028a7de43ee50793d1794e5fc94.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/audio.png-2ac36028a7de43ee50793d1794e5fc94.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/back.png-b62d732550ef97418233e69fb5b72b8b.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/back.png-b62d732550ef97418233e69fb5b72b8b.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/back.png-b62d732550ef97418233e69fb5b72b8b.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/berserkdemon.csv-066b4e121b82fddbfb52e2712026c2df.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/berserkdemon.png-3b3cd9b8808fefffc3bdb344a5ac25bd.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/berserkdemon.png-3b3cd9b8808fefffc3bdb344a5ac25bd.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/berserkdemon.png-3b3cd9b8808fefffc3bdb344a5ac25bd.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/bloodsorcerer.csv-152100d5ba3790584f13e69d88b3bc04.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/bloodsorcerer.png-c6ad4f25bcdbca8937602236a3b49a04.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/bloodsorcerer.png-c6ad4f25bcdbca8937602236a3b49a04.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/bloodsorcerer.png-c6ad4f25bcdbca8937602236a3b49a04.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/boy (1).png-ac942d0e7ba3b27948e656d88fbc1648.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/boy (1).png-ac942d0e7ba3b27948e656d88fbc1648.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/boy (1).png-ac942d0e7ba3b27948e656d88fbc1648.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/boy.png-9654478fda34adcbede0f44fe136b47f.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/boy.png-9654478fda34adcbede0f44fe136b47f.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/boy.png-9654478fda34adcbede0f44fe136b47f.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/ceres_1024.webp-4a97b2e3ec2d1b4f5e238c036ad72bae.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/ceres_1024.webp-4a97b2e3ec2d1b4f5e238c036ad72bae.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/ceres_1024.webp-4a97b2e3ec2d1b4f5e238c036ad72bae.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/chest.png-240afbe3dd01f16a59474bfd989a961a.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/chest.png-240afbe3dd01f16a59474bfd989a961a.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/chest.png-240afbe3dd01f16a59474bfd989a961a.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/continue.png-867a8761ad6477b0e32d3f48b7f04e57.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/continue.png-867a8761ad6477b0e32d3f48b7f04e57.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/continue.png-867a8761ad6477b0e32d3f48b7f04e57.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/defaut.png-0e119fedd5aa5f4d69dd155a4bb7b459.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/defaut.png-0e119fedd5aa5f4d69dd155a4bb7b459.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/defaut.png-0e119fedd5aa5f4d69dd155a4bb7b459.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/demonblade.png-08ddd3543831e2dd4940f081f8b9b735.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/demonblade.png-08ddd3543831e2dd4940f081f8b9b735.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/demonblade.png-08ddd3543831e2dd4940f081f8b9b735.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/diplomacy.png-c738707a245b8b1cba6c7a8b5dfc56fc.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/diplomacy.png-c738707a245b8b1cba6c7a8b5dfc56fc.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/diplomacy.png-c738707a245b8b1cba6c7a8b5dfc56fc.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/dungeon.png-0c36e102158183f178bfe7b8c31e714a.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/dungeon.png-0c36e102158183f178bfe7b8c31e714a.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/dungeon.png-0c36e102158183f178bfe7b8c31e714a.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/echobard.csv-4215889dffa74dd978eb1be7d7480d29.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/echobard.png-a274d934d0bdcf5d83b29f898096dddb.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/echobard.png-a274d934d0bdcf5d83b29f898096dddb.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/echobard.png-a274d934d0bdcf5d83b29f898096dddb.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/end_turn.png-b414fd3c7a74a6eec99dfba8e5e5e595.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/end_turn.png-b414fd3c7a74a6eec99dfba8e5e5e595.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/end_turn.png-b414fd3c7a74a6eec99dfba8e5e5e595.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/female.png-e133fa6ed08b2d61379aeed197b26cfe.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/female.png-e133fa6ed08b2d61379aeed197b26cfe.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/female.png-e133fa6ed08b2d61379aeed197b26cfe.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/flame.png-ab5738fc4e93c7b6ba0b19c8640297c3.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/flame.png-ab5738fc4e93c7b6ba0b19c8640297c3.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/flame.png-ab5738fc4e93c7b6ba0b19c8640297c3.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/fortify.png-54d83cdb09ec3f3b09a2662b46e951bf.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/fortify.png-54d83cdb09ec3f3b09a2662b46e951bf.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/fortify.png-54d83cdb09ec3f3b09a2662b46e951bf.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/girl (1).png-58fe3972b2c8d18258992f502588ca04.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/girl (1).png-58fe3972b2c8d18258992f502588ca04.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/girl (1).png-58fe3972b2c8d18258992f502588ca04.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/girl (2).png-de08ed8eba8cb43ce087421bf64bbe6c.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/girl (2).png-de08ed8eba8cb43ce087421bf64bbe6c.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/girl (2).png-de08ed8eba8cb43ce087421bf64bbe6c.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/hell_knight_1024.webp-08a48f7ad3efbafad4b7ea30d0f03c29.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/hell_knight_1024.webp-08a48f7ad3efbafad4b7ea30d0f03c29.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/hell_knight_1024.webp-08a48f7ad3efbafad4b7ea30d0f03c29.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/hellcaster.csv-3582fc4045d9f02dd779d36afd133e56.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/hellcaster.png-0716b01ebf9e9326fa9c7671fc0dbd3c.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/hellcaster.png-0716b01ebf9e9326fa9c7671fc0dbd3c.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/hellcaster.png-0716b01ebf9e9326fa9c7671fc0dbd3c.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/hellranger.csv-ea20704e482b96ed12dbd22b26f51554.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/hellranger.png-1ebb45a13f9c301526a86c0b97bc000f.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/hellranger.png-1ebb45a13f9c301526a86c0b97bc000f.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/hellranger.png-1ebb45a13f9c301526a86c0b97bc000f.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/houses.png-cb9065fb09f6d3de77f565662f9dbdf3.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/houses.png-cb9065fb09f6d3de77f565662f9dbdf3.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/houses.png-cb9065fb09f6d3de77f565662f9dbdf3.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/infernalartificer.png-355e5e3b01260ec9284c82e12fb373c9.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/infernalartificer.png-355e5e3b01260ec9284c82e12fb373c9.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/infernalartificer.png-355e5e3b01260ec9284c82e12fb373c9.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/infernalartificier.csv-b79036ed14a4c80da963dbe1e466753b.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/library.png-ca848c33884d83bad6b7720a1d6505a9.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/library.png-ca848c33884d83bad6b7720a1d6505a9.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/library.png-ca848c33884d83bad6b7720a1d6505a9.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/lore.png-a57dec891d99ddec1000d53f6d011707.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/lore.png-a57dec891d99ddec1000d53f6d011707.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/lore.png-a57dec891d99ddec1000d53f6d011707.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/male.png-a77c5b0caa058007001002d75b8e8cdd.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/male.png-a77c5b0caa058007001002d75b8e8cdd.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/male.png-a77c5b0caa058007001002d75b8e8cdd.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/map.png-222ebca165f221062c05313f365dd453.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/map.png-222ebca165f221062c05313f365dd453.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/map.png-222ebca165f221062c05313f365dd453.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/new_game.png-a1e45cb5aaff021614b458b6f9f766b7.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/new_game.png-a1e45cb5aaff021614b458b6f9f766b7.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/new_game.png-a1e45cb5aaff021614b458b6f9f766b7.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/next.png-8c9747a781650f7042a77caf9e48da90.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/next.png-8c9747a781650f7042a77caf9e48da90.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/next.png-8c9747a781650f7042a77caf9e48da90.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/pactbound.csv-c74251f55f4a63727c6076a11519830d.md5	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/pactbound.png-b1fcbf83bc3f8476a14042f3abf0d13c.ctex	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
mvp/assets/audio/music/pactbound.png-b1fcbf83bc3f8476a14042f3abf0d13c.ctex.uid	DELETE	sources image/audio/CSV dans mvp/assets et mvp/data ; aucun lecteur de ces caches déplacés
